29.00	50.00	1.8226
28.00	49.98	1.8232
28.00	49.96	1.8239
28.00	49.94	1.8246
29.00	49.92	1.8253
44.00	49.90	1.8260
38.00	49.88	1.8267
35.00	49.86	1.8274
33.00	49.84	1.8280
32.00	49.82	1.8287
31.00	49.80	1.8294
30.00	49.78	1.8301
30.00	49.76	1.8308
29.00	49.74	1.8315
29.00	49.72	1.8322
29.00	49.70	1.8329
29.00	49.68	1.8336
29.00	49.66	1.8342
